complete_game,earned_runs,hbp,hits,hits_per_nine,homeruns,hr_per_nine,innings_pitched,left_on_base,pitcher_age,pitchers_used,runs,so_per_nine,so_walk,strikeouts,team,walks,walks_per_nine,whip,year
38,566,27,1334,8.3,144,0.9,1445.0,1076,27.5,18,631,5.6,2.04,893,ATL,438,2.7,1.226,1969.0
50,463,22,1194,7.3,117,0.7,1473.2,1033,27.7,14,517,5.5,1.80,897,BAL,498,3.0,1.148,1969.0
30,639,48,1423,8.7,155,1.0,1466.2,1257,26.5,19,736,5.7,1.37,935,BOS,685,4.2,1.437,1969.0
25,566,51,1294,8.1,126,0.8,1438.1,1032,26.6,19,652,5.5,1.71,885,CAL,517,3.2,1.259,1969.0
58,540,29,1366,8.5,118,0.7,1454.1,1129,27.6,17,611,6.3,2.14,1017,CHC,475,2.9,1.266,1969.0
29,672,33,1470,9.2,146,0.9,1437.2,1168,28.4,20,723,5.1,1.44,810,CHW,564,3.5,1.415,1969.0
23,669,56,1478,9.1,149,0.9,1465.0,1270,27.3,17,768,5.0,1.34,818,CIN,611,3.8,1.426,1969.0
35,629,48,1330,8.3,134,0.8,1437.0,1198,27.3,16,717,6.3,1.47,1000,CLE,681,4.3,1.399,1969.0
55,536,34,1250,7.7,128,0.8,1455.1,1138,28.1,16,601,6.4,1.76,1032,DET,586,3.6,1.262,1969.0
52,574,35,1347,8.4,111,0.7,1435.2,1151,25.6,18,668,7.7,2.23,1221,HOU,547,3.4,1.319,1969.0
42,605,25,1357,8.3,136,0.8,1464.2,1140,25.2,16,688,5.5,1.60,894,KCR,560,3.4,1.309,1969.0
47,499,38,1324,8.2,122,0.8,1457.0,1096,27.3,14,561,6.0,2.32,975,LAD,420,2.6,1.197,1969.0
41,539,38,1388,8.3,119,0.7,1497.2,1183,28.9,15,618,5.4,1.73,906,MIN,524,3.1,1.277,1969.0
26,686,49,1429,9.0,145,0.9,1426.0,1238,26.8,18,791,6.1,1.39,973,MON,702,4.4,1.494,1969.0
51,487,29,1217,7.5,119,0.7,1468.1,1081,25.8,15,541,6.2,1.96,1012,NYM,517,3.2,1.181,1969.0
53,517,18,1258,7.9,118,0.7,1440.2,1080,26.6,14,587,5.0,1.53,801,NYY,522,3.3,1.236,1969.0
42,611,39,1356,8.2,163,1.0,1480.2,1125,24.3,15,678,5.4,1.51,887,OAK,586,3.6,1.312,1969.0
47,660,38,1494,9.4,134,0.8,1434.0,1217,26.1,15,745,5.8,1.62,921,PHI,570,3.6,1.439,1969.0
39,580,37,1348,8.4,96,0.6,1445.2,1130,28.2,16,652,7.0,2.03,1124,PIT,553,3.4,1.315,1969.0
16,670,39,1454,9.2,113,0.7,1422.1,1201,24.9,17,746,4.8,1.29,764,SDP,592,3.7,1.438,1969.0
21,707,47,1490,9.2,172,1.1,1463.2,1257,28.4,25,799,5.9,1.47,963,SEP,653,4.0,1.464,1969.0
71,533,35,1381,8.4,120,0.7,1473.2,1130,29.5,14,636,5.5,1.97,906,SFG,461,2.8,1.250,1969.0
63,477,31,1289,7.9,99,0.6,1460.1,1152,27.9,20,540,6.2,1.96,1004,STL,511,3.1,1.233,1969.0
28,561,36,1310,8.1,135,0.8,1447.1,1196,27.0,16,644,5.2,1.27,835,WSA,656,4.1,1.358,1969.0
45,688,30,1451,9.1,185,1.2,1430.2,1115,28.7,17,772,6.0,2.01,960,ATL,478,3.0,1.348,1970.0
60,517,23,1317,8.0,139,0.8,1478.2,1090,28.5,12,574,5.7,2.01,941,BAL,469,2.9,1.208,1970.0
38,622,44,1391,8.7,156,1.0,1446.1,1198,27.9,20,722,6.2,1.69,1003,BOS,594,3.7,1.372,1970.0
21,566,43,1280,7.9,154,0.9,1462.1,1083,26.0,16,630,5.7,1.65,922,CAL,559,3.4,1.258,1970.0
59,599,25,1402,8.8,143,0.9,1435.0,1102,27.7,18,679,6.3,2.11,1000,CHC,475,3.0,1.308,1970.0
20,722,44,1554,9.8,164,1.0,1430.1,1159,27.0,21,822,4.8,1.37,762,CHW,556,3.5,1.475,1970.0
32,592,29,1370,8.5,118,0.7,1444.2,1169,25.2,15,681,5.3,1.42,843,CIN,592,3.7,1.358,1970.0
34,630,40,1333,8.3,163,1.0,1451.1,1202,25.9,16,675,6.7,1.56,1076,CLE,689,4.3,1.393,1970.0
33,658,35,1443,9.0,153,1.0,1447.1,1246,26.6,16,731,6.5,1.68,1045,DET,623,3.9,1.427,1970.0
36,685,41,1491,9.2,131,0.8,1456.0,1206,26.3,17,763,5.8,1.63,942,HOU,577,3.6,1.420,1970.0
30,615,34,1346,8.3,138,0.8,1463.2,1157,26.2,17,705,5.6,1.43,915,KCR,641,3.9,1.358,1970.0
37,619,34,1394,8.6,164,1.0,1458.2,1132,26.7,16,684,5.4,1.77,880,LAD,496,3.1,1.296,1970.0
31,676,45,1397,8.7,146,0.9,1446.2,1146,27.8,19,751,5.6,1.52,895,MIL,587,3.7,1.371,1970.0
26,520,37,1329,8.3,130,0.8,1448.1,1122,28.1,13,605,5.8,1.93,940,MIN,486,3.0,1.253,1970.0
29,720,49,1434,9.0,162,1.0,1438.2,1224,26.7,17,807,5.7,1.28,914,MON,716,4.5,1.494,1970.0
47,559,26,1260,7.8,135,0.8,1459.2,1125,26.1,14,630,6.6,1.85,1064,NYM,575,3.5,1.257,1970.0
36,530,26,1386,8.5,130,0.8,1471.2,1116,27.5,17,612,4.8,1.72,777,NYY,451,2.8,1.248,1970.0
33,529,34,1253,7.8,134,0.8,1442.2,1108,27.2,16,593,5.4,1.58,858,OAK,542,3.4,1.244,1970.0
24,677,33,1483,9.1,132,0.8,1461.0,1181,28.8,15,730,6.4,1.95,1047,PHI,538,3.3,1.383,1970.0
36,597,36,1386,8.6,106,0.7,1453.2,1172,27.9,20,664,6.1,1.58,990,PIT,625,3.9,1.383,1970.0
24,697,38,1483,9.3,149,0.9,1440.1,1217,26.4,16,788,5.5,1.45,886,SDP,611,3.8,1.454,1970.0
50,729,30,1514,9.3,156,1.0,1457.2,1209,28.4,16,826,5.7,1.54,931,SFG,604,3.7,1.453,1970.0
51,665,22,1483,9.0,102,0.6,1475.2,1251,26.4,22,747,5.9,1.52,960,STL,632,3.9,1.433,1970.0
20,615,27,1375,8.5,139,0.9,1457.2,1146,27.6,17,689,5.1,1.35,823,WSA,611,3.8,1.362,1970.0
40,614,28,1529,9.3,152,0.9,1474.2,1188,28.5,14,699,5.0,1.70,823,ATL,485,3.0,1.366,1971.0
71,470,18,1257,8.0,125,0.8,1415.1,1023,29.5,13,530,5.0,1.91,793,BAL,416,2.6,1.182,1971.0
44,610,42,1424,8.9,136,0.8,1443.0,1194,29.1,15,667,5.4,1.63,871,BOS,535,3.3,1.358,1971.0
39,510,36,1246,7.6,101,0.6,1481.0,1149,26.4,14,576,5.5,1.49,904,CAL,607,3.7,1.251,1971.0
75,579,26,1458,9.1,132,0.8,1444.0,1114,28.7,15,648,5.6,2.19,900,CHC,411,2.6,1.294,1971.0
46,503,29,1348,8.4,100,0.6,1450.1,1141,25.9,14,597,6.1,2.09,976,CHW,468,2.9,1.252,1971.0
27,538,27,1298,8.1,112,0.7,1444.0,1075,25.1,15,581,4.7,1.50,750,CIN,501,3.1,1.246,1971.0
21,684,48,1352,8.5,154,1.0,1440.0,1259,25.1,16,747,5.9,1.22,937,CLE,770,4.8,1.474,1971.0
53,593,49,1355,8.3,126,0.8,1468.1,1218,26.7,18,645,6.1,1.64,1000,DET,609,3.7,1.338,1971.0
43,512,60,1318,8.1,75,0.5,1471.1,1140,26.5,17,567,5.6,1.92,914,HOU,475,2.9,1.219,1971.0
34,513,36,1301,8.2,84,0.5,1420.1,1099,26.7,16,566,4.9,1.56,775,KCR,496,3.1,1.265,1971.0
48,521,19,1363,8.5,110,0.7,1449.2,1052,28.4,14,587,5.3,2.14,853,LAD,399,2.5,1.215,1971.0
32,532,27,1303,8.3,130,0.8,1416.1,1118,26.0,15,609,5.1,1.40,795,MIL,569,3.6,1.322,1971.0
43,600,40,1384,8.8,139,0.9,1416.2,1150,27.3,14,670,5.7,1.69,895,MIN,529,3.4,1.350,1971.0
48,656,31,1418,8.9,133,0.8,1434.1,1201,27.0,12,729,5.2,1.26,829,MON,658,4.1,1.447,1971.0
42,487,40,1227,7.5,100,0.6,1466.1,1129,26.1,13,550,7.1,2.19,1157,NYM,529,3.2,1.198,1971.0
67,554,23,1382,8.6,126,0.8,1452.0,1049,27.3,15,641,4.4,1.67,707,NYY,423,2.6,1.243,1971.0
57,498,33,1229,7.5,131,0.8,1469.1,1047,26.5,16,564,6.1,1.99,999,OAK,501,3.1,1.177,1971.0
31,607,37,1396,8.5,132,0.8,1470.2,1107,28.6,14,688,5.1,1.60,838,PHI,525,3.2,1.306,1971.0
43,537,31,1426,8.8,108,0.7,1461.0,1183,27.7,15,599,5.0,1.73,813,PIT,470,2.9,1.298,1971.0
47,515,28,1351,8.5,93,0.6,1438.0,1200,26.3,16,610,5.8,1.65,923,SDP,559,3.5,1.328,1971.0
45,536,30,1324,8.2,128,0.8,1454.2,1086,28.5,13,644,5.1,1.76,831,SFG,471,2.9,1.234,1971.0
56,628,38,1482,9.1,104,0.6,1467.0,1266,27.1,23,699,5.6,1.58,911,STL,576,3.5,1.403,1971.0
30,583,45,1376,8.7,132,0.8,1418.2,1141,26.4,14,660,4.8,1.38,762,WSA,554,3.5,1.360,1971.0
40,654,26,1412,9.2,155,1.0,1377.0,1106,28.2,17,730,4.8,1.43,732,ATL,512,3.3,1.397,1972.0
62,386,15,1116,7.3,85,0.6,1371.2,948,28.8,11,430,5.2,1.99,788,BAL,395,2.6,1.102,1972.0
48,533,39,1309,8.5,101,0.7,1382.2,1107,28.9,17,620,6.0,1.79,918,BOS,512,3.3,1.317,1972.0
57,469,28,1109,7.2,90,0.6,1377.2,1083,27.5,16,533,6.5,1.61,1000,CAL,620,4.1,1.255,1972.0
54,500,34,1329,8.6,112,0.7,1398.2,1085,28.7,15,567,5.3,1.96,824,CHC,421,2.7,1.251,1972.0
36,480,27,1269,8.2,94,0.6,1385.1,1049,26.0,17,538,6.1,2.17,936,CHW,431,2.8,1.227,1972.0
25,504,20,1313,8.4,129,0.8,1412.2,1067,25.5,13,557,5.1,1.85,806,CIN,435,2.8,1.237,1972.0
47,457,40,1232,7.9,123,0.8,1410.0,1129,26.6,16,519,5.4,1.58,846,CLE,534,3.4,1.252,1972.0
46,457,47,1212,7.9,101,0.7,1388.1,1069,27.8,20,514,6.2,2.05,952,DET,465,3.0,1.208,1972.0
38,580,38,1340,8.7,114,0.7,1385.1,1098,26.3,14,636,6.3,1.95,971,HOU,498,3.2,1.327,1972.0
44,497,30,1293,8.4,85,0.6,1381.1,1009,27.4,15,545,5.2,1.98,801,KCR,405,2.6,1.229,1972.0
50,434,34,1196,7.7,83,0.5,1403.0,1059,30.3,14,527,5.5,2.00,856,LAD,429,2.8,1.158,1972.0
37,534,33,1289,8.3,116,0.8,1391.2,1087,25.9,14,595,4.8,1.52,740,MIL,486,3.1,1.275,1972.0
37,441,37,1188,7.6,105,0.7,1399.1,1018,26.9,12,535,5.4,1.89,838,MIN,444,2.9,1.166,1972.0
39,559,26,1281,8.2,103,0.7,1401.1,1101,25.9,12,609,5.7,1.53,888,MON,579,3.7,1.327,1972.0
32,513,30,1263,8.0,118,0.8,1414.2,1075,26.1,14,578,6.7,2.18,1059,NYM,486,3.1,1.236,1972.0
35,465,30,1306,8.6,87,0.6,1373.1,1079,28.1,18,527,4.1,1.49,625,NYY,419,2.7,1.256,1972.0
42,406,19,1170,7.4,96,0.6,1417.2,1010,27.0,15,457,5.5,2.06,862,OAK,418,2.7,1.120,1972.0
43,570,29,1318,8.5,117,0.8,1400.0,1097,27.0,16,635,6.0,1.73,927,PHI,536,3.4,1.324,1972.0
39,441,29,1282,8.2,90,0.6,1414.1,1090,27.9,13,512,5.3,1.94,838,PIT,433,2.8,1.213,1972.0
39,589,40,1350,8.7,121,0.8,1403.2,1214,25.2,15,665,6.2,1.55,960,SDP,618,4.0,1.402,1972.0
44,569,31,1309,8.5,130,0.8,1386.1,1079,27.0,15,649,5.0,1.52,771,SFG,507,3.3,1.310,1972.0
64,532,21,1290,8.3,87,0.6,1399.2,1090,27.9,22,600,5.9,1.72,912,STL,531,3.4,1.301,1972.0
11,539,48,1258,8.2,92,0.6,1374.2,1159,25.6,16,628,5.7,1.42,868,TEX,613,4.0,1.361,1972.0
34,690,28,1467,9.0,144,0.9,1462.0,1142,28.2,21,774,4.9,1.40,803,ATL,575,3.5,1.397,1973.0
67,498,20,1297,8.0,124,0.8,1461.2,1043,28.8,12,561,4.4,1.51,715,BAL,475,2.9,1.212,1973.0
67,584,32,1417,8.9,158,1.0,1440.1,1122,28.3,15,647,5.0,1.62,808,BOS,499,3.1,1.330,1973.0
72,571,41,1351,8.3,104,0.6,1456.1,1230,28.3,14,657,6.2,1.65,1010,CAL,614,3.8,1.349,1973.0
27,584,30,1471,9.2,128,0.8,1437.2,1123,27.6,12,655,5.5,2.02,885,CHC,438,2.7,1.328,1973.0
48,625,38,1484,9.2,110,0.7,1456.0,1219,27.6,15,705,5.2,1.48,848,CHW,574,3.5,1.413,1973.0
39,557,29,1389,8.5,135,0.8,1473.0,1153,26.7,13,621,4.9,1.55,801,CIN,518,3.2,1.295,1973.0
55,746,39,1532,9.4,172,1.1,1464.2,1164,28.6,16,826,5.4,1.47,883,CLE,602,3.7,1.457,1973.0
39,627,30,1468,9.1,154,1.0,1447.2,1141,30.4,16,674,5.7,1.85,911,DET,493,3.1,1.355,1973.0
45,608,29,1389,8.6,111,0.7,1460.2,1182,26.3,15,672,5.6,1.58,907,HOU,575,3.5,1.345,1973.0
40,675,33,1521,9.4,114,0.7,1449.1,1223,25.9,16,752,4.9,1.28,790,KCR,617,3.8,1.475,1973.0
45,497,29,1270,7.7,129,0.8,1491.0,1062,29.9,14,565,5.8,2.08,961,LAD,461,2.8,1.161,1973.0
50,643,28,1476,9.1,119,0.7,1454.0,1213,26.0,16,731,4.2,1.08,671,MIL,623,3.9,1.444,1973.0
48,608,36,1443,8.9,115,0.7,1451.2,1164,26.6,13,692,5.4,1.69,879,MIN,519,3.2,1.352,1973.0
26,599,31,1356,8.4,128,0.8,1451.2,1214,26.2,15,702,5.4,1.27,866,MON,681,4.2,1.403,1973.0
47,531,23,1345,8.3,127,0.8,1465.0,1144,27.2,16,588,6.3,2.10,1027,NYM,490,3.0,1.253,1973.0
47,530,26,1379,8.7,109,0.7,1427.2,1104,29.4,15,610,4.5,1.55,708,NYY,457,2.9,1.286,1973.0
46,532,30,1311,8.1,143,0.9,1457.1,1061,26.8,12,615,4.9,1.61,797,OAK,494,3.1,1.239,1973.0
49,642,32,1435,8.9,131,0.8,1447.1,1182,26.4,15,717,5.7,1.45,919,PHI,632,3.9,1.428,1973.0
26,602,40,1426,8.8,110,0.7,1450.2,1199,28.8,16,693,5.2,1.49,839,PIT,564,3.5,1.372,1973.0
34,661,27,1461,9.2,157,1.0,1430.0,1132,25.4,12,770,5.3,1.54,845,SDP,548,3.4,1.405,1973.0
33,612,30,1442,8.9,145,0.9,1452.1,1160,26.8,14,702,4.9,1.62,787,SFG,485,3.0,1.327,1973.0
42,528,30,1366,8.4,105,0.6,1460.2,1163,28.6,19,603,5.3,1.78,867,STL,486,3.0,1.268,1973.0
35,737,44,1514,9.5,130,0.8,1430.0,1241,26.1,20,844,5.2,1.22,831,TEX,680,4.3,1.534,1973.0
46,500,26,1343,8.2,97,0.6,1474.1,1145,29.5,15,563,4.7,1.58,772,ATL,488,3.0,1.242,1974.0
57,536,25,1393,8.5,101,0.6,1474.0,1091,28.7,11,612,4.3,1.46,701,BAL,480,2.9,1.271,1974.0
71,601,30,1462,9.0,126,0.8,1455.1,1133,29.2,13,661,4.6,1.62,751,BOS,463,2.9,1.323,1974.0
64,563,47,1339,8.4,101,0.6,1439.0,1216,25.6,20,657,6.2,1.52,986,CAL,649,4.1,1.382,1974.0
23,697,40,1593,9.8,122,0.7,1466.1,1293,25.5,14,826,5.5,1.55,895,CHC,576,3.5,1.479,1974.0
55,641,51,1470,9.0,103,0.6,1465.2,1175,28.2,17,721,5.1,1.51,826,CHW,548,3.4,1.377,1974.0
34,556,17,1364,8.4,126,0.8,1466.1,1160,27.3,15,631,5.4,1.63,875,CIN,536,3.3,1.296,1974.0
45,611,34,1419,8.8,138,0.9,1445.2,1073,31.5,18,694,4.0,1.36,650,CLE,479,3.0,1.313,1974.0
54,673,36,1443,8.9,148,0.9,1455.2,1146,28.9,12,768,5.4,1.40,869,DET,621,3.8,1.418,1974.0
36,558,37,1396,8.7,84,0.5,1450.2,1241,27.6,15,632,4.6,1.23,738,HOU,601,3.7,1.377,1974.0
54,574,30,1477,9.0,91,0.6,1471.2,1179,28.6,13,662,4.5,1.52,731,KCR,482,2.9,1.331,1974.0
33,484,24,1272,7.8,112,0.7,1465.1,1099,28.9,13,561,5.8,2.03,943,LAD,464,2.8,1.185,1974.0
43,609,25,1476,9.1,126,0.8,1457.2,1138,26.1,14,660,3.8,1.26,621,MIL,493,3.0,1.351,1974.0
43,589,38,1436,8.9,115,0.7,1455.1,1146,26.4,13,669,5.8,1.82,934,MIN,513,3.2,1.339,1974.0
35,571,29,1340,8.4,99,0.6,1429.0,1108,25.8,14,657,5.2,1.51,822,MON,544,3.4,1.318,1974.0
46,558,27,1433,8.8,99,0.6,1470.1,1171,28.2,16,646,5.6,1.80,908,NYM,504,3.1,1.317,1974.0
53,535,33,1402,8.7,104,0.6,1455.1,1154,28.4,19,623,5.1,1.57,829,NYY,528,3.3,1.326,1974.0
49,472,25,1322,8.3,90,0.6,1439.2,1067,27.1,11,551,4.7,1.76,755,OAK,430,2.7,1.217,1974.0
46,629,31,1394,8.7,111,0.7,1447.1,1221,27.6,19,701,5.5,1.31,892,PHI,682,4.2,1.434,1974.0
51,568,33,1428,8.8,93,0.6,1466.0,1226,27.7,17,657,4.4,1.33,721,PIT,543,3.3,1.344,1974.0
25,736,48,1536,9.6,124,0.8,1445.2,1345,24.8,18,830,5.3,1.20,855,SDP,715,4.5,1.557,1974.0
27,604,24,1409,8.8,116,0.7,1439.0,1174,25.3,17,723,4.7,1.35,756,SFG,559,3.5,1.368,1974.0
37,570,24,1399,8.5,97,0.6,1473.1,1216,28.9,16,643,4.9,1.29,794,STL,616,3.8,1.368,1974.0
62,609,40,1423,8.9,126,0.8,1433.2,1064,28.1,15,698,5.5,1.94,871,TEX,449,2.8,1.306,1974.0
32,622,44,1543,9.7,101,0.6,1430.0,1250,29.5,19,739,4.2,1.29,669,ATL,519,3.3,1.442,1975.0
70,511,12,1285,8.0,110,0.7,1451.0,1037,29.1,13,553,4.4,1.43,717,BAL,500,3.1,1.230,1975.0
62,636,20,1463,9.2,145,0.9,1436.2,1110,28.8,12,709,4.5,1.47,720,BOS,490,3.1,1.359,1975.0
59,628,39,1386,8.6,123,0.8,1453.1,1159,26.3,19,723,6.0,1.59,975,CAL,613,3.8,1.375,1975.0
27,721,40,1587,9.9,130,0.8,1444.1,1223,27.1,19,827,5.3,1.54,850,CHC,551,3.4,1.480,1975.0
34,634,33,1489,9.2,107,0.7,1452.1,1283,30.8,20,703,5.0,1.22,799,CHW,655,4.1,1.476,1975.0
22,546,29,1422,8.8,112,0.7,1459.0,1195,27.6,12,586,4.1,1.36,663,CIN,487,3.0,1.308,1975.0
37,613,35,1395,8.7,136,0.9,1435.1,1147,27.8,19,703,5.0,1.34,800,CLE,599,3.8,1.389,1975.0
52,663,30,1496,9.6,137,0.9,1396.0,1153,27.4,15,786,5.1,1.48,787,DET,533,3.4,1.453,1975.0
39,654,34,1436,8.9,106,0.7,1458.1,1251,26.6,15,711,5.2,1.24,839,HOU,679,4.2,1.450,1975.0
52,561,30,1422,8.8,108,0.7,1456.2,1137,28.1,14,649,5.0,1.64,815,KCR,498,3.1,1.318,1975.0
51,477,28,1215,7.4,104,0.6,1469.2,1072,28.2,14,534,5.5,2.00,894,LAD,448,2.7,1.132,1975.0
36,690,58,1496,9.4,134,0.8,1431.2,1231,25.6,15,792,4.0,1.03,643,MIL,624,3.9,1.481,1975.0
57,640,36,1381,8.7,137,0.9,1423.0,1141,25.8,13,736,5.4,1.37,846,MIN,617,3.9,1.404,1975.0
30,612,37,1448,8.8,102,0.6,1480.0,1300,26.8,14,690,5.1,1.25,831,MON,665,4.0,1.428,1975.0
40,552,24,1344,8.3,99,0.6,1466.0,1167,27.0,16,625,6.1,1.71,989,NYM,580,3.6,1.312,1975.0
70,520,21,1325,8.4,104,0.7,1424.0,1077,28.7,12,588,5.1,1.61,809,NYY,502,3.2,1.283,1975.0
36,526,37,1267,7.9,102,0.6,1448.0,1089,29.1,14,606,4.9,1.50,784,OAK,523,3.3,1.236,1975.0
33,618,25,1353,8.4,111,0.7,1455.0,1081,27.3,15,694,5.5,1.64,897,PHI,546,3.4,1.305,1975.0
43,480,20,1302,8.2,79,0.5,1437.1,1195,27.8,14,565,4.8,1.39,768,PIT,551,3.5,1.289,1975.0
40,566,24,1494,9.2,99,0.6,1463.1,1241,25.6,14,683,4.4,1.37,713,SDP,521,3.2,1.377,1975.0
37,595,38,1406,8.8,92,0.6,1432.2,1242,24.9,14,671,5.4,1.40,856,SFG,612,3.8,1.409,1975.0
33,577,24,1452,9.0,98,0.6,1454.2,1251,26.6,19,689,5.1,1.44,824,STL,571,3.5,1.391,1975.0
60,629,43,1456,8.9,123,0.8,1465.2,1122,29.9,17,733,4.9,1.53,792,TEX,518,3.2,1.347,1975.0
33,617,40,1435,9.0,86,0.5,1438.0,1218,29.1,18,700,5.1,1.45,818,ATL,564,3.5,1.390,1976.0
59,541,23,1396,8.6,80,0.5,1468.2,1133,28.8,15,598,4.2,1.39,678,BAL,489,3.0,1.283,1976.0
49,571,32,1495,9.2,109,0.7,1458.0,1119,29.5,11,660,4.2,1.65,673,BOS,409,2.5,1.306,1976.0
64,551,38,1323,8.1,95,0.6,1477.1,1122,26.2,14,631,6.0,1.79,992,CAL,553,3.4,1.270,1976.0
27,643,28,1511,9.2,123,0.8,1471.1,1147,27.8,18,728,5.2,1.73,850,CHC,490,3.0,1.360,1976.0
54,684,33,1460,9.1,87,0.5,1448.0,1157,25.8,16,745,5.0,1.34,802,CHW,600,3.7,1.423,1976.0
33,573,21,1436,8.8,100,0.6,1471.0,1145,27.2,13,633,4.8,1.61,790,CIN,491,3.0,1.310,1976.0
30,552,32,1361,8.6,80,0.5,1432.0,1114,28.4,13,615,5.8,1.74,928,CLE,533,3.3,1.323,1976.0
55,615,30,1426,9.0,101,0.6,1431.1,1127,26.7,12,709,4.6,1.34,738,DET,550,3.5,1.381,1976.0
42,571,25,1349,8.4,82,0.5,1444.1,1223,25.6,17,657,4.9,1.18,780,HOU,662,4.1,1.392,1976.0
41,525,31,1356,8.3,83,0.5,1472.1,1104,27.6,17,611,4.5,1.49,735,KCR,493,3.0,1.256,1976.0
47,493,23,1330,8.1,97,0.6,1470.2,1130,28.3,12,543,4.6,1.56,747,LAD,479,2.9,1.230,1976.0
45,581,39,1406,8.8,99,0.6,1435.1,1178,26.0,17,655,4.2,1.19,677,MIL,567,3.6,1.375,1976.0
29,599,38,1421,8.8,89,0.5,1459.0,1154,26.6,13,704,4.7,1.25,762,MIN,610,3.8,1.392,1976.0
26,639,43,1442,9.0,89,0.6,1440.0,1228,27.4,19,734,4.9,1.19,783,MON,659,4.1,1.459,1976.0
53,473,23,1248,7.8,97,0.6,1449.0,1023,29.4,13,538,6.4,2.45,1025,NYM,419,2.6,1.150,1976.0
62,516,17,1300,8.0,97,0.6,1455.0,1026,29.2,14,575,4.2,1.50,674,NYY,448,2.8,1.201,1976.0
39,528,30,1412,8.7,96,0.6,1459.1,1132,27.9,12,598,4.4,1.71,711,OAK,415,2.6,1.252,1976.0
34,499,19,1377,8.5,98,0.6,1459.0,1090,29.8,11,557,5.7,2.31,918,PHI,397,2.4,1.216,1976.0
45,548,18,1402,8.6,95,0.6,1466.1,1117,27.6,12,630,4.7,1.66,762,PIT,460,2.8,1.270,1976.0
47,581,20,1368,8.6,87,0.5,1432.1,1128,26.2,16,662,4.1,1.20,652,SDP,543,3.4,1.334,1976.0
27,573,23,1464,9.0,68,0.4,1461.2,1193,25.8,14,686,4.6,1.44,746,SFG,518,3.2,1.356,1976.0
35,582,27,1416,8.8,91,0.6,1453.2,1180,25.1,16,671,4.5,1.26,731,STL,581,3.6,1.374,1976.0
63,565,31,1464,9.0,106,0.6,1472.0,1139,29.0,16,652,4.7,1.68,773,TEX,461,2.8,1.308,1976.0
28,779,42,1581,9.8,169,1.1,1445.1,1304,28.4,22,895,5.7,1.31,915,ATL,701,4.4,1.579,1977.0
65,603,30,1414,8.8,124,0.8,1451.0,1064,27.9,16,653,4.6,1.49,737,BAL,494,3.1,1.315,1977.0
40,652,25,1555,9.8,158,1.0,1428.0,1080,29.4,15,712,4.8,2.01,758,BOS,378,2.4,1.354,1977.0
53,594,47,1383,8.7,136,0.9,1437.2,1140,27.3,20,695,6.0,1.69,965,CAL,572,3.6,1.360,1977.0
16,654,22,1500,9.2,128,0.8,1468.0,1111,26.9,16,739,5.8,1.93,942,CHC,489,3.0,1.355,1977.0
34,682,42,1557,9.7,136,0.8,1444.2,1217,27.3,19,771,5.2,1.63,842,CHW,516,3.2,1.435,1977.0
33,673,31,1469,9.2,156,1.0,1437.1,1150,29.1,20,725,5.4,1.60,868,CIN,544,3.4,1.401,1977.0
45,661,27,1441,8.9,136,0.8,1452.1,1117,27.9,14,739,5.4,1.59,876,CLE,550,3.4,1.371,1977.0
44,668,23,1526,9.4,162,1.0,1457.0,1116,25.8,15,751,4.8,1.67,784,DET,470,2.9,1.370,1977.0
37,576,25,1384,8.5,110,0.7,1465.2,1149,24.9,13,650,5.3,1.60,871,HOU,545,3.3,1.316,1977.0
41,571,36,1377,8.5,110,0.7,1460.2,1106,28.4,13,651,5.2,1.70,850,KCR,499,3.1,1.284,1977.0
34,528,29,1393,8.5,119,0.7,1475.1,1114,28.5,14,582,5.7,2.12,930,LAD,438,2.7,1.241,1977.0
38,687,36,1461,9.2,136,0.9,1431.0,1126,24.1,13,765,4.5,1.27,719,MIL,566,3.6,1.416,1977.0
35,698,37,1546,9.6,151,0.9,1442.0,1118,27.0,15,776,4.6,1.45,737,MIN,507,3.2,1.424,1977.0
31,660,25,1426,8.7,135,0.8,1481.0,1154,26.9,17,736,5.2,1.48,856,MON,579,3.5,1.354,1977.0
27,601,32,1378,8.7,118,0.7,1433.2,1097,27.2,16,663,5.7,1.86,911,NYM,490,3.1,1.303,1977.0
52,581,22,1395,8.7,139,0.9,1449.1,1084,28.6,13,651,4.7,1.56,758,NYY,486,3.0,1.298,1977.0
32,645,24,1459,9.1,145,0.9,1436.2,1143,27.1,19,749,4.9,1.41,788,OAK,560,3.5,1.405,1977.0
31,600,24,1451,9.0,134,0.8,1455.2,1093,29.7,13,668,5.3,1.78,856,PHI,482,3.0,1.328,1977.0
25,594,21,1406,8.5,149,0.9,1481.2,1101,27.3,15,665,5.4,1.84,890,PIT,485,2.9,1.276,1977.0
6,722,27,1556,9.6,160,1.0,1466.1,1244,26.0,15,834,5.1,1.23,827,SDP,673,4.1,1.520,1977.0
18,769,61,1508,9.5,194,1.2,1433.0,1128,27.9,21,855,4.9,1.36,785,SEA,578,3.6,1.456,1977.0
27,608,27,1501,9.3,114,0.7,1459.0,1185,27.0,13,711,5.3,1.61,854,SFG,529,3.3,1.391,1977.0
26,612,25,1420,8.8,139,0.9,1446.0,1102,25.7,15,688,4.8,1.44,768,STL,532,3.3,1.350,1977.0
49,583,31,1412,8.6,134,0.8,1472.1,1090,30.0,18,657,5.3,1.83,864,TEX,471,2.9,1.279,1977.0
