complete_game,earned_runs,hbp,hits,hits_per_nine,homeruns,hr_per_nine,innings_pitched,left_on_base,pitcher_age,pitchers_used,runs,so_per_nine,so_walk,strikeouts,team,walks,walks_per_nine,whip,year
2,656,52,1432,8.9,159,1.0,1448.1,1107,28.0,21,712,8.0,2.72,1290,STL,475,3.0,1.317,2016.0
1,665,32,1395,8.8,210,1.3,1426.1,1084,26.9,25,713,8.6,2.76,1357,TBR,491,3.1,1.322,2016.0
1,700,53,1441,9.0,201,1.3,1443.0,1100,28.8,31,757,7.2,2.16,1154,TEX,534,3.3,1.369,2016.0
0,613,59,1340,8.3,183,1.1,1459.1,1069,29.8,29,666,8.1,2.85,1314,TOR,461,2.8,1.234,2016.0
1,570,57,1272,7.8,155,1.0,1459.2,1044,29.1,24,612,9.1,3.15,1476,WSN,468,2.9,1.192,2016.0
2,586,38,1309,8.2,171,1.1,1441.0,1090,28.7,23,659,9.3,2.87,1482,ARI,516,3.2,1.266,2017.0
0,756,70,1463,9.1,192,1.2,1441.1,1161,29.4,26,821,7.9,2.15,1258,ATL,584,3.6,1.420,2017.0
1,795,60,1505,9.4,242,1.5,1441.0,1129,28.2,26,841,7.7,2.13,1233,BAL,579,3.6,1.446,2017.0
5,610,49,1384,8.4,195,1.2,1482.1,1102,28.4,27,668,9.6,3.40,1580,BOS,465,2.8,1.247,2017.0
2,636,66,1294,8.0,194,1.2,1447.1,1071,30.8,28,695,8.9,2.60,1439,CHC,554,3.4,1.277,2017.0
0,755,68,1384,8.8,242,1.5,1421.2,1115,28.7,31,820,7.6,1.89,1193,CHW,632,4.0,1.418,2017.0
2,821,77,1442,9.1,248,1.6,1430.0,1127,27.6,31,869,8.2,2.06,1300,CIN,631,4.0,1.450,2017.0
7,529,45,1267,7.9,163,1.0,1440.2,980,28.9,20,564,10.1,3.98,1614,CLE,406,2.5,1.161,2017.0
1,721,50,1453,9.1,190,1.2,1437.2,1107,27.0,21,757,8.0,2.39,1270,COL,532,3.3,1.381,2017.0
2,846,61,1587,10.1,218,1.4,1420.1,1143,28.3,29,894,7.6,2.23,1202,DET,538,3.4,1.496,2017.0
1,662,70,1314,8.2,192,1.2,1446.0,1073,28.5,27,700,9.9,3.05,1593,HOU,522,3.2,1.270,2017.0
1,737,52,1480,9.3,196,1.2,1437.2,1114,30.3,29,791,7.6,2.34,1216,KCR,519,3.2,1.390,2017.0
1,672,44,1373,8.6,224,1.4,1440.2,999,29.1,31,709,8.2,2.79,1312,LAA,470,2.9,1.279,2017.0
2,543,40,1226,7.6,184,1.1,1444.2,1011,29.7,26,580,9.6,3.50,1549,LAD,442,2.8,1.155,2017.0
1,772,75,1450,9.0,193,1.2,1442.2,1168,28.7,24,822,7.5,1.92,1202,MIA,627,3.9,1.440,2017.0
1,642,64,1381,8.6,185,1.2,1445.2,1130,28.3,30,697,8.4,2.43,1346,MIL,553,3.4,1.338,2017.0
6,732,69,1487,9.3,224,1.4,1436.0,1109,29.6,36,788,7.3,2.41,1166,MIN,483,3.0,1.372,2017.0
2,799,55,1538,9.6,220,1.4,1434.2,1211,27.5,29,863,8.6,2.32,1374,NYM,593,3.7,1.485,2017.0
2,599,53,1248,7.8,192,1.2,1448.2,1072,27.8,25,660,9.7,3.10,1560,NYY,504,3.1,1.209,2017.0
1,743,61,1444,9.1,210,1.3,1431.0,1048,27.9,28,826,7.6,2.39,1202,OAK,502,3.2,1.360,2017.0
1,729,63,1471,9.2,221,1.4,1441.0,1130,26.8,31,782,8.2,2.48,1309,PHI,527,3.3,1.387,2017.0
2,676,58,1464,9.1,182,1.1,1440.2,1155,27.1,24,731,7.9,2.47,1262,PIT,511,3.2,1.371,2017.0
2,742,75,1417,8.9,226,1.4,1430.2,1061,27.7,32,816,8.3,2.39,1325,SDP,554,3.5,1.378,2017.0
1,713,53,1399,8.7,237,1.5,1440.1,1039,27.8,40,772,7.8,2.54,1244,SEA,490,3.1,1.312,2017.0
3,726,50,1515,9.4,182,1.1,1452.0,1155,28.9,22,776,7.6,2.49,1234,SFG,496,3.1,1.385,2017.0
3,646,67,1393,8.6,183,1.1,1450.1,1097,28.3,25,705,8.4,2.74,1351,STL,493,3.1,1.300,2017.0
0,638,48,1324,8.2,193,1.2,1445.0,1060,27.6,31,704,8.4,2.69,1352,TBR,503,3.1,1.264,2017.0
2,742,74,1443,9.1,214,1.3,1434.1,1092,28.8,31,816,6.9,1.98,1107,TEX,559,3.5,1.396,2017.0
2,720,48,1460,9.0,203,1.2,1465.0,1137,28.8,34,784,8.4,2.50,1372,TOR,549,3.4,1.371,2017.0
3,623,60,1300,8.1,189,1.2,1446.2,1056,30.1,24,672,9.1,2.94,1457,WSN,495,3.1,1.241,2017.0
2,605,57,1313,8.1,174,1.1,1463.0,1106,29.6,30,644,8.9,2.77,1448,ARI,522,3.2,1.254,2018.0
2,607,52,1236,7.6,153,0.9,1456.2,1128,27.7,35,657,8.8,2.24,1423,ATL,635,3.9,1.284,2018.0
2,824,67,1552,9.8,234,1.5,1431.0,1155,27.1,30,892,7.6,2.04,1203,BAL,589,3.7,1.496,2018.0
2,608,84,1305,8.1,176,1.1,1458.2,1143,28.9,23,647,9.6,3.04,1558,BOS,512,3.2,1.246,2018.0
1,598,66,1319,8.0,157,1.0,1476.1,1190,30.2,35,645,8.1,2.14,1333,CHC,622,3.8,1.315,2018.0
0,771,89,1404,8.8,196,1.2,1437.0,1180,27.6,31,848,7.9,1.93,1259,CHW,653,4.1,1.431,2018.0
1,741,50,1491,9.3,228,1.4,1441.0,1137,27.1,32,819,7.9,2.36,1258,CIN,532,3.3,1.404,2018.0
5,611,59,1349,8.3,200,1.2,1457.1,1051,29.4,27,648,9.5,3.79,1544,CLE,407,2.5,1.205,2018.0
0,699,52,1377,8.5,184,1.1,1452.1,1052,27.9,21,745,8.7,2.68,1409,COL,525,3.3,1.310,2018.0
0,726,60,1423,9.0,216,1.4,1425.1,1058,28.6,27,796,7.7,2.47,1215,DET,491,3.1,1.343,2018.0
3,503,66,1164,7.2,152,0.9,1455.0,1014,30.0,22,534,10.4,3.88,1687,HOU,435,2.7,1.099,2018.0
2,786,51,1542,9.7,205,1.3,1432.0,1155,27.6,27,833,7.3,2.11,1157,KCR,549,3.5,1.460,2018.0
1,662,65,1353,8.5,205,1.3,1437.1,1074,27.5,35,722,8.7,2.54,1386,LAA,546,3.4,1.321,2018.0
0,554,61,1279,7.8,179,1.1,1476.0,1058,29.2,31,610,9.5,3.71,1565,LAD,422,2.6,1.152,2018.0
1,762,71,1388,8.7,192,1.2,1442.0,1101,27.6,29,809,7.8,2.06,1249,MIA,605,3.8,1.382,2018.0
0,606,61,1259,7.8,173,1.1,1461.0,1072,28.8,30,659,8.8,2.58,1428,MIL,553,3.4,1.240,2018.0
2,721,80,1425,8.9,198,1.2,1443.1,1182,28.5,36,775,8.6,2.40,1377,MIN,573,3.6,1.384,2018.0
3,661,71,1364,8.4,185,1.1,1460.2,1089,28.0,30,707,8.9,2.99,1446,NYM,484,3.0,1.265,2018.0
2,611,58,1311,8.1,177,1.1,1456.1,1103,28.8,27,669,10.1,3.31,1634,NYY,494,3.1,1.239,2018.0
2,621,53,1303,8.0,184,1.1,1465.2,1028,29.2,34,674,7.6,2.61,1237,OAK,474,2.9,1.212,2018.0
0,665,60,1366,8.5,171,1.1,1445.2,1073,26.8,31,728,9.1,2.93,1465,PHI,500,3.1,1.291,2018.0
3,637,69,1380,8.7,174,1.1,1434.0,1149,26.5,24,693,8.4,2.69,1336,PIT,497,3.1,1.309,2018.0
0,713,68,1430,8.8,185,1.1,1457.0,1116,27.7,30,767,8.6,2.70,1399,SDP,519,3.2,1.338,2018.0
3,664,72,1396,8.7,195,1.2,1448.2,1016,29.0,32,711,8.3,3.32,1328,SEA,400,2.5,1.240,2018.0
1,641,45,1387,8.5,156,1.0,1461.1,1108,28.6,27,699,7.8,2.42,1269,SFG,524,3.2,1.308,2018.0
1,622,67,1354,8.4,144,0.9,1455.1,1214,26.7,30,691,8.3,2.25,1337,STL,593,3.7,1.338,2018.0
0,602,53,1236,7.7,164,1.0,1448.1,1001,27.1,31,646,8.8,2.84,1421,TBR,501,3.1,1.199,2018.0
1,783,72,1516,9.5,222,1.4,1431.0,1090,30.4,32,848,7.1,2.28,1121,TEX,491,3.1,1.403,2018.0
0,772,67,1476,9.3,208,1.3,1433.2,1132,29.3,36,832,8.1,2.36,1298,TOR,551,3.5,1.414,2018.0
2,649,76,1320,8.2,198,1.2,1446.0,1067,30.2,31,682,8.8,2.91,1417,WSN,487,3.0,1.250,2018.0
